TX: 13:32:25	/?!
RX: 13:32:55	7E A0 28 02 25 03 30 E7 55 E6 E6 00 DB 00 18 30 00 00 00 10 31 3E FC E9 C1 F8 17 3D A0 0D F1 38 6B 1D 17 53 35 5C 53 04 B2 7E 7E A8 60 03 02 25 32 C9 28 E6 E7 00 DB 08 A5 4C 99 00 00 00 01 03 82 01 E8 30 00 00 00 10 31 E8 E9 9E DA 0F 3D C5 52 24 89 6F BB F5 DD 81 36 0E 32 AD 02 44 E0 2E 84 9D 55 42 2E 99 D5 70 70 4A BC 11 E1 3E 49 1C 89 9F 63 D2 30 75 9A 1A 54 1C EE F7 A9 8C F5 7E 1F C2 54 B6 92 13 59 15 3E 9B FE 7E
TX: 13:32:55	7E A0 08 02 25 03 51 F9 47 7E
RX: 13:32:55	7E A0 08 02 25 03 51 F9 47 7E 7E A8 60 03 02 25 34 FF 4D E7 D6 24 FC 68 DA C4 99 30 DC 1D 01 48 B1 61 43 C4 37 53 68 76 E4 C0 74 A7 DA 2A 50 45 42 37 18 51 0B 52 9E 60 D7 A8 6A 2D 9B 9C 4E 26 A3 E8 CD 7E 85 ED 50 43 32 37 88 BA E3 39 C1 9E 88 DE E6 DC 83 1A C8 8C CF 50 8B BC EC 02 C0 B8 C5 6A 8E B7 EE 29 82 4F DC 0A FB 7E
TX: 13:32:55	7E A0 08 02 25 03 71 FB 66 7E
RX: 13:32:55	7E A0 08 02 25 03 71 FB 66 7E 7E A8 60 03 02 25 36 ED 6E AE C0 BA F4 B6 E8 7E 1C 63 45 46 2A 64 FA C9 5F 26 1D 02 92 06 85 70 5E B1 CD 56 5F 76 85 94 D6 DE BB 5C F1 14 56 B2 4A 8D 02 13 86 4D 5E AF 6A 5D 27 AE 71 4E BD 5B 92 E9 80 31 7F E7 09 4F F8 8B 3D B4 9D 21 8F 34 EB B4 0F 2A 03 93 DF 7D AA EA DB 05 16 43 89 D1 88 7E
TX: 13:32:55	7E A0 08 02 25 03 91 F5 81 7E
RX: 13:32:56	7E A0 08 02 25 03 91 F5 81 7E 7E A8 60 03 02 25 38 93 87 9C 6A DB 97 7A 8F FC 80 58 5C 8F CB 98 68 68 5B 0A 5E A3 EB 35 9D B9 6A 60 26 37 1B 76 04 B9 DB 5D 4E 25 B6 2E 3B 08 3F 9D 83 66 32 C6 92 10 E5 0E 1E E1 11 B3 0C 3D 4D 19 68 80 05 E5 1F 59 4D A7 5F 9B 54 EA 0F E4 99 EC 52 3E 22 C4 77 7C 45 35 A3 14 DB E7 07 91 50 7E
TX: 13:32:56	7E A0 08 02 25 03 B1 F7 A0 7E
RX: 13:32:56	7E A0 08 02 25 03 B1 F7 A0 7E 7E A8 60 03 02 25 3A 81 A4 66 F2 46 F1 00 1C 1E 6B D6 BA 92 56 67 85 35 82 4E 78 E7 72 C9 BE 20 42 05 40 6E 30 3E 01 05 01 28 BA 4F 79 B1 C4 8C 8A 19 A0 1F C3 DF 12 36 F7 8C 4D 96 3D 9E C5 4C 11 D7 6C A0 AE D3 FE 96 31 CF 70 DA B4 00 2D 1C 57 F3 4E 25 53 F8 E3 FF 94 B6 F3 F6 56 A6 2A EE 17 7E
TX: 13:32:56	7E A0 08 02 25 03 D1 F1 C3 7E
RX: 13:32:56	7E A0 08 02 25 03 D1 F1 C3 7E 7E A0 54 03 02 25 3C 2E 19 05 6B 1E 02 1C 64 0F 0E D4 3F 94 51 E3 F1 DA 25 8E A8 9C C1 7D 73 11 5D 02 A5 27 78 10 23 10 62 19 C1 68 3E 9A 7F 57 4D D9 1B A2 E5 5F DE 3C 0B 69 E2 13 08 00 1B 6A 5C AF 34 DC 15 47 AF 91 27 7C 08 FE 6F 4A 02 02 D0 21 AB 45 73 7E
TX: 13:32:56	7E A0 28 02 25 03 F2 F9 B0 E6 E6 00 DB 00 18 30 00 00 00 11 80 89 5B 33 29 E0 96 EC 4E 3C E1 84 32 0B 7A FC 24 A5 9B A3 63 7E
RX: 13:32:56	7E A0 28 02 25 03 F2 F9 B0 E6 E6 00 DB 00 18 30 00 00 00 11 80 89 5B 33 29 E0 96 EC 4E 3C E1 84 32 0B 7A FC 24 A5 9B A3 63 7E 7E A8 60 03 02 25 5E A3 81 E6 E7 00 DB 08 A5 4C 99 00 00 00 01 03 82 01 E8 30 00 00 00 11 75 DA 46 BC C3 0F 22 B3 08 05 6A 3B 4C 47 43 15 41 4D 44 C6 B3 C4 46 C8 36 B5 56 0D 16 A2 CA 35 6D 8B EC A0 7B DE 66 6D A8 01 D2 B4 59 3B DA EA CA BC 47 8A FB 37 02 73 C0 97 2C 34 8A B6 1F 7F 04 44 68 7E
TX: 13:32:56	7E A0 08 02 25 03 11 FD 05 7E
RX: 13:32:57	7E A0 08 02 25 03 11 FD 05 7E 7E A8 60 03 02 25 50 DD 68 09 7C 29 D1 A1 7D DF 8F CB 95 32 44 E1 95 FF 93 C8 5C D0 05 0C 3F 18 18 3C 5D E0 99 5C 03 71 42 D6 6D DB 27 48 A5 22 47 72 59 70 D3 94 A2 E7 7C B3 71 5E 94 C7 02 E9 57 23 E2 71 6F AB 72 5B 2F 1D C4 21 DB 9A A5 1E A1 3C 56 84 3F EA 0F D3 CE D5 4C 5C CD 63 85 FA 17 7E
TX: 13:32:57	7E A0 08 02 25 03 31 FF 24 7E
RX: 13:32:57	7E A0 08 02 25 03 31 FF 24 7E 7E A8 60 03 02 25 52 CF 4B F2 B4 4D A1 84 4F 10 EF 0C 63 37 B1 8F B5 33 DF F3 29 EF 5E 57 6C F9 8C 79 8F 32 88 0C 36 7E 08 75 B5 05 80 83 20 23 4C 12 EE 00 9D 6E 5F FE E1 00 94 83 E0 D5 C4 18 31 07 8B E1 C6 55 C3 B8 B3 30 80 78 3E 3C F7 D5 C0 8E C2 22 86 91 5E 93 5F 48 B2 AC 77 45 8D 29 E1 7E
TX: 13:32:57	7E A0 08 02 25 03 51 F9 47 7E
RX: 13:32:57	7E A0 08 02 25 03 51 F9 47 7E 7E A8 60 03 02 25 54 F9 2E 6D CC 15 06 63 AE 34 F4 0D 0B 14 CE C8 A6 E7 DA 85 BB CC 68 8D EA B5 19 2B 41 19 FD 9A FA FD 34 49 C2 68 B4 73 7D E7 8E 3F 6A 93 0E 32 F0 77 35 ED 25 69 9C F8 08 47 CE 51 B2 03 70 38 4E 2D FF 63 0D 90 D5 C8 D0 9A 11 07 3F 83 09 DD 47 C8 75 DB 8D 75 78 B8 19 90 5C 7E
TX: 13:32:57	7E A0 08 02 25 03 71 FB 66 7E
RX: 13:32:57	7E A0 08 02 25 03 71 FB 66 7E 7E A8 60 03 02 25 56 EB 0D CE 59 13 8A 01 6E 14 0F E4 FD 79 81 19 29 34 93 FD 7B 5B 3A 13 B5 C1 95 8D 48 3B ED 8F 33 6E F9 97 F8 FE 6B 56 7D 94 1F B1 7E 86 57 8F 40 5E 46 C6 B2 43 4F 98 4E 86 9B EB 85 5E 14 95 AD 58 C7 1C 85 6B 55 76 F1 AD 34 2E 91 9F 97 EB EA 14 68 15 DA A1 EE 59 39 4C 85 7E
TX: 13:32:57	7E A0 08 02 25 03 91 F5 81 7E
RX: 13:32:57	7E A0 08 02 25 03 91 F5 81 7E 7E A0 54 03 02 25 58 0C 3C 8F A4 F1 7F 72 3C 50 C5 5D 40 3D 58 34 AD 8A 86 A4 7E 94 5C 44 B0 8B 24 98 38 AB 08 49 B0 40 29 04 8F 2A 98 9B 1E 34 4C CB 04 AC A6 75 9A 16 2F 51 F5 46 AF CC AC 5A 71 A5 D3 47 CC 55 7A 12 E8 D1 85 DE 24 9A 08 F4 D1 61 75 43 BF 7E
TX: 13:32:57	7E A0 28 02 25 03 B4 CB 97 E6 E6 00 DB 00 18 30 00 00 00 12 93 BC F4 41 B5 6F 19 DD 10 5D 93 92 8B 84 81 20 51 D5 1D E7 81 7E
RX: 13:32:58	7E A0 28 02 25 03 B4 CB 97 E6 E6 00 DB 00 18 30 00 00 00 12 93 BC F4 41 B5 6F 19 DD 10 5D 93 92 8B 84 81 20 51 D5 1D E7 81 7E 7E A8 60 03 02 25 7A 85 E6 E6 E7 00 DB 08 A5 4C 99 00 00 00 01 03 82 01 E8 30 00 00 00 12 92 9B 3C 78 D2 78 F8 62 9D 60 3F 35 68 82 4B C4 9E E4 8F 04 CF 3E 50 A9 12 CC 1E 84 24 26 4E 6A B1 2F 7C 8B 7F EC 12 08 8D 6C 22 54 93 56 BC 80 EF 90 F5 E7 8E BA C1 21 91 4E EA EA B3 9C B7 E7 DF 7B 98 7E
TX: 13:32:58	7E A0 08 02 25 03 D1 F1 C3 7E
RX: 13:32:58	7E A0 08 02 25 03 D1 F1 C3 7E 7E A8 60 03 02 25 7C B3 83 1D 38 AE 91 A9 39 CE 37 AF 70 93 D8 66 A4 30 40 FC 45 5E BB 5A 7C F9 BC D0 00 3B 13 E4 20 B5 8E 81 22 24 F6 2B CC A4 AD 2C 99 53 D4 15 D0 F9 92 45 6F 4C 60 4F 48 42 83 63 BC AB 43 8C 34 BB 75 C2 9B 9F DD A4 9A 22 2E 3D 04 79 85 D3 3B 18 CE 44 61 90 AE AE D1 1C 64 7E
TX: 13:32:58	7E A0 08 02 25 03 F1 F3 E2 7E
RX: 13:32:58	7E A0 08 02 25 03 F1 F3 E2 7E 7E A8 60 03 02 25 7E A1 A0 B2 C1 03 E9 35 DE 55 84 0E 9E 9B 46 AC 61 D3 4E 53 49 F6 B6 DB 42 C4 C0 93 69 3F F4 A1 C6 16 F4 D1 A8 97 32 1E A7 35 02 C0 C8 FA D5 D3 73 E4 A4 EB BD AF 2E CE E8 35 A6 AE 1C 81 DA 89 E6 46 B7 FD F0 D6 60 63 7B DB 0D 84 5E 93 58 C2 BA 95 52 6D 97 4E 81 4F 94 7D 41 7E
TX: 13:32:58	7E A0 08 02 25 03 11 FD 05 7E
RX: 13:32:58	7E A0 08 02 25 03 11 FD 05 7E 7E A8 60 03 02 25 70 DF 49 CB 96 2C 8E C9 2C 3D F2 4B 16 84 CE 4C BF 67 73 FF 09 C7 BD BC EE DC C6 E0 0A 1D 0F CC 6F B0 A3 80 11 23 7D 77 E3 AB 77 B5 6A 53 96 86 63 F9 07 54 61 50 40 F5 49 9F 39 CC 45 DE 6B D5 94 C0 A7 F5 65 81 D3 0F 01 01 A3 DD F8 E1 EE D8 D3 3A 1F 3F 34 C2 8C 52 AB 9A 43 7E
TX: 13:32:58	7E A0 08 02 25 03 31 FF 24 7E
RX: 13:32:58	7E A0 08 02 25 03 31 FF 24 7E 7E A8 60 03 02 25 72 CD 6A D3 52 AF 20 D1 5D 21 61 3B 81 69 37 BA 0F DF B6 06 CA A1 1C 88 47 2B 37 5C 5F DA 22 E5 5C 9E 90 27 CE 94 CB 85 EF 5A D1 1B 09 07 D5 22 9E 4E 5F EE 5B A6 A2 C8 5C E2 01 35 B4 57 96 2F 24 E8 DC 34 6C 1A B0 5C 77 9B 98 66 56 07 2C F1 AF 90 E1 79 9D E2 91 59 1D E4 C0 7E
TX: 13:32:58	7E A0 08 02 25 03 51 F9 47 7E
RX: 13:32:58	7E A0 08 02 25 03 51 F9 47 7E 7E A0 54 03 02 25 74 62 D7 9D 09 CD E8 DC 5C 1E 06 7A 13 5F F9 E8 84 AC D1 30 76 01 B6 87 2D 7A DE E0 BD CE D9 22 48 1C C0 EB 52 BA 7E 00 32 12 46 E6 95 CB F6 56 5A E6 86 59 EC 47 4B D3 C8 88 D4 FF 17 5E 79 D2 C0 0E F6 16 52 1B 52 DF 2D 79 B5 69 09 E9 63 7E
TX: 13:32:58	7E A0 28 02 25 03 76 D5 72 E6 E6 00 DB 00 18 30 00 00 00 13 2F E8 34 36 98 7A 8B 7B 23 F0 E8 FF C3 12 FF 1A 49 B3 E8 0E 5A 7E
RX: 13:32:59	7E A0 28 02 25 03 76 D5 72 E6 E6 00 DB 00 18 30 00 00 00 13 2F E8 34 36 98 7A 8B 7B 23 F0 E8 FF C3 12 FF 1A 49 B3 E8 0E 5A 7E 7E A8 60 03 02 25 96 E7 CB E6 E7 00 DB 08 A5 4C 99 00 00 00 01 03 82 01 E8 30 00 00 00 13 49 F4 46 B4 0A 4B 69 58 F5 AB DF BF 63 DE D1 5B 57 07 00 B5 00 E4 73 B3 64 9A 1F DE FB B4 F8 FC 17 C7 C0 49 6D BF D6 54 A0 51 CA 3E F5 F0 0F 2B 59 1C 05 82 3D FE E6 2A DC BF CE 26 29 CE 0B B5 20 08 F6 7E
TX: 13:32:59	7E A0 08 02 25 03 91 F5 81 7E
RX: 13:32:59	7E A0 08 02 25 03 91 F5 81 7E 7E A8 60 03 02 25 98 99 22 4E 61 6E A9 88 24 1B 0A 9B 5F A7 4B A7 DF 45 EC 9D B0 12 A2 1F E9 C4 66 C1 49 AD DD 2E 93 18 87 DA 15 FF 32 92 47 F2 6F A8 12 A6 A0 8D B6 11 72 D4 D1 32 25 F6 56 8A E2 90 75 DA FE 3A BF 1A 8A CC 40 35 A7 83 B5 49 81 AB 06 0B 01 9E 12 4A E7 3D 09 BD 2E 48 73 DC F0 7E
TX: 13:32:59	7E A0 08 02 25 03 B1 F7 A0 7E
RX: 13:32:59	7E A0 08 02 25 03 B1 F7 A0 7E 7E A8 60 03 02 25 9A 8B 01 93 FD 03 DD EB 9A 2F 32 B9 D7 43 04 5D 83 F4 36 B1 5A 11 44 B4 76 A5 42 29 3A 21 77 D7 19 62 12 57 8E 4D 44 3F 30 7A D5 20 FA 70 FD 42 65 A6 33 E6 64 D0 7F 8D C2 BC DD 5B 9D A6 4F 4B C0 C0 92 48 84 71 24 79 3C 85 A5 75 1F 4D 93 A7 0B 5A CC 15 31 55 C9 C5 14 1E F2 7E
TX: 13:32:59	7E A0 08 02 25 03 D1 F1 C3 7E
RX: 13:32:59	7E A0 08 02 25 03 D1 F1 C3 7E 7E A8 60 03 02 25 9C BD 64 31 65 EB 5F 1E CB 87 D2 1F EA 8B E0 0A AB 9D 4F 96 0F A0 A2 6B 18 B5 30 C1 C8 8C DA 8B 0B 71 2D D8 47 C9 9D 89 01 C0 5C E7 43 DC 98 14 91 6D 7C 85 A0 EA BD 95 F7 8B 61 7E 03 AF BB 87 FD 3E 65 50 43 54 A5 B6 E3 8F A6 0E 1D DD 83 81 4C 0F 93 5B A1 94 EB 9B 37 EA 7A 7E
TX: 13:32:59	7E A0 08 02 25 03 F1 F3 E2 7E
RX: 13:32:59	7E A0 08 02 25 03 F1 F3 E2 7E 7E A8 60 03 02 25 9E AF 47 C7 26 BB E0 F8 04 D1 5F 47 E2 DE 98 A5 C5 8A 8B AC 64 CB 9E 71 0F 44 4E 07 47 BC 67 66 A4 82 79 29 CC 3E 74 4B 08 50 E4 58 88 15 BD 97 71 ED 08 82 53 42 EF B7 11 CC 87 FD 20 FE 09 67 65 8A 54 7D 23 0C 79 3C 8F 00 86 69 F6 F2 5B DA AC 68 3C C8 DA 70 A5 B2 8A 76 74 7E
TX: 13:32:59	7E A0 08 02 25 03 11 FD 05 7E
RX: 13:32:59	7E A0 08 02 25 03 11 FD 05 7E 7E A0 54 03 02 25 90 48 76 35 76 6B 07 6E 60 6E D8 97 4C FA 47 9B 0A DD 19 9D E6 40 70 38 D5 51 F8 A3 0F 92 47 1C FA FA 01 A4 E5 C5 36 3F A1 5D 3F D2 E7 44 D6 E6 6F 42 FF 60 AE 7E E8 B1 C5 60 12 93 92 3A 35 97 1B 14 98 82 E8 AD 39 3F DE 7E 71 8F B3 15 B4 7E
TX: 13:32:59	7E A0 28 02 25 03 38 AF D9 E6 E6 00 DB 00 18 30 00 00 00 14 31 A5 D6 AF 38 5E 36 A1 E5 6A 05 CD 6F 12 5F 40 B3 B9 77 13 08 7E
RX: 13:33:00	7E A0 28 02 25 03 38 AF D9 E6 E6 00 DB 00 18 30 00 00 00 14 31 A5 D6 AF 38 5E 36 A1 E5 6A 05 CD 6F 12 5F 40 B3 B9 77 13 08 7E 7E A8 60 03 02 25 B2 C1 AC E6 E7 00 DB 08 A5 4C 99 00 00 00 01 03 82 01 E8 30 00 00 00 14 69 59 FD 36 F9 56 9A 09 5B 58 67 6F 87 C5 CE F5 8C 19 5A 81 59 C4 92 3B EA CC E5 91 80 07 08 15 BE E4 2A 2E A6 07 D0 1A 17 3F 83 B7 97 EF A2 B4 6E 4F A8 27 0B 81 E9 23 D7 24 D9 C2 DE BD 02 E7 BF BD 21 7E
TX: 13:33:00	7E A0 08 02 25 03 51 F9 47 7E
RX: 13:33:00	7E A0 08 02 25 03 51 F9 47 7E 7E A8 60 03 02 25 B4 F7 C9 58 5B 3F E9 FB 65 2B 4C 9E 80 84 53 7B 38 6E CE C4 A9 05 AB 8A 5C F3 C1 49 ED 92 2C 4D A5 DC C4 5E 75 B2 06 87 31 9C 5D 66 E6 5B C2 83 9F 1D 00 B4 49 EB E4 16 13 A4 13 18 31 11 67 69 C1 2C 02 CC A7 9B 5B 99 23 00 55 7B 25 D3 31 61 2C 6B C8 86 7A A0 38 61 AE 94 03 7E
TX: 13:33:00	7E A0 08 02 25 03 71 FB 66 7E
RX: 13:33:00	7E A0 08 02 25 03 71 FB 66 7E 7E A8 60 03 02 25 B6 E5 EA 04 5B 23 E2 12 F9 33 03 40 B7 20 AD B2 8D E4 7F 01 41 06 C2 11 5B CA 16 8A 77 80 D5 EB 64 E7 C1 E5 CA 7C 6D 54 8C F3 18 AA 62 34 62 D6 38 D0 E0 17 CA 1B 8B 75 64 2A A8 76 23 EB 43 18 91 C1 7A 66 01 15 26 5C 7C 33 58 A6 3A 4B FC F1 90 19 31 A8 38 84 0A C1 81 88 C1 7E
TX: 13:33:00	7E A0 08 02 25 03 91 F5 81 7E
RX: 13:33:00	7E A0 08 02 25 03 91 F5 81 7E 7E A8 60 03 02 25 B8 9B 03 F0 3F E7 64 90 1E FE 56 D6 6D 26 22 56 4E 57 2E 4B FE C0 06 3B DF 3A 03 52 EC 3E E0 61 65 D0 8C 76 AB 46 A1 90 46 90 23 F9 F3 F3 42 7B C7 AE 37 82 35 68 CD ED CD 49 7A 3B 50 94 F0 FD 39 D4 5E 7D A3 06 CE 99 DD 88 10 E2 02 AC 9D F2 9D 8F 39 A5 FB 9B 33 C0 5E 79 08 7E
TX: 13:33:00	7E A0 08 02 25 03 B1 F7 A0 7E
RX: 13:33:00	7E A0 08 02 25 03 B1 F7 A0 7E 7E A8 60 03 02 25 BA 89 20 30 84 8C 26 1E 44 25 94 84 98 7C 1F A7 6B 23 7F 89 62 31 BE FD 6A 1E 67 C8 DC D8 EE 0F 57 DE 43 AE AB D1 C0 06 39 F9 3C C3 3C 82 EB D7 F6 C7 BC 7F 0E 63 FC 97 AE 74 43 98 E0 3A 72 B9 2F D4 8C D1 B1 DA 25 C1 84 B8 76 ED D1 6B 1E 4A 48 CD C2 9F 4C 0D 36 EE 3F C8 70 7E
TX: 13:33:00	7E A0 08 02 25 03 D1 F1 C3 7E
RX: 13:33:00	7E A0 08 02 25 03 D1 F1 C3 7E 7E A0 54 03 02 25 BC 26 9D 08 59 1D 00 12 5E 95 51 F4 EA BA 7E C7 9D DE DF CB 62 E7 EA 4B 13 1A D9 31 ED 67 22 D5 EF 7F EF 97 B3 5E 99 06 BC 42 25 9C 21 36 1E B7 BA 47 86 A6 3B BF 14 9B 65 22 2E 84 7E 56 C5 08 03 49 F4 DC 8E FE 49 A6 6C 5D 26 63 D9 57 57 7E
TX: 13:33:00	7E A0 28 02 25 03 FA B1 3C E6 E6 00 DB 00 18 30 00 00 00 15 52 17 76 16 93 D4 65 26 E6 2F 7B 40 87 90 48 A4 22 2F 95 84 A0 7E
RX: 13:33:01	7E A0 28 02 25 03 FA B1 3C E6 E6 00 DB 00 18 30 00 00 00 15 52 17 76 16 93 D4 65 26 E6 2F 7B 40 87 90 48 A4 22 2F 95 84 A0 7E 7E A8 60 03 02 25 DE AB 05 E6 E7 00 DB 08 A5 4C 99 00 00 00 01 03 82 01 E8 30 00 00 00 15 CB 6D 5D 91 51 86 8B A3 AC CB F0 97 FF 12 0F F1 37 F6 08 B1 C4 73 E4 5A 75 25 11 55 2B B2 62 60 C2 3B 7D 98 BE 41 E3 52 53 E0 EB FD D6 01 CA 42 46 5D E7 0A E6 39 9A 39 36 1C AE F3 14 A6 AC 96 D7 C6 F9 7E
TX: 13:33:01	7E A0 08 02 25 03 11 FD 05 7E
RX: 13:33:01	7E A0 08 02 25 03 11 FD 05 7E 7E A8 60 03 02 25 D0 D5 EC EC 47 36 F2 57 06 83 CE D8 64 1C 4C DE 50 83 F9 B6 C5 1F 03 BB 52 9E AE 89 39 80 50 92 2C 1E BE 40 53 11 7E A8 9F 3B D8 CB 69 94 60 23 6B 5D 8C 5A E4 60 6C 87 C5 0A C6 AC DF 3A 22 03 03 BB A9 C2 21 F7 18 91 37 57 91 40 DF 19 EF 58 88 2F F3 02 85 12 65 67 10 DC 91 7E
TX: 13:33:01	7E A0 08 02 25 03 31 FF 24 7E
RX: 13:33:01	7E A0 08 02 25 03 31 FF 24 7E 7E A8 60 03 02 25 D2 C7 CF 70 B6 44 F5 F8 D4 65 6A F7 F3 E7 B7 42 4D 95 7B 81 93 B5 EB 87 50 6E 44 96 0A 8C 6C ED 8F 3F A6 A3 01 23 6E 04 73 80 FB F2 58 D2 2C 26 5C 53 3D B4 23 DA 21 CE 3A 6B FE 5F B1 1F 5B 23 C3 CE 4F 18 D9 D9 A8 D7 2B 28 02 B3 DD 7F 62 5C 2E 33 E5 FE C1 29 90 B4 67 5A F9 7E
TX: 13:33:01	7E A0 08 02 25 03 51 F9 47 7E
RX: 13:33:01	7E A0 08 02 25 03 51 F9 47 7E 7E A8 60 03 02 25 D4 F1 AA 2D 6E 1A 2E 97 A8 D7 92 BC 63 42 6B 6E 7E 28 3E 81 92 C6 F3 1C 53 69 34 F4 B7 99 B9 27 83 D1 59 95 FE AD 28 31 06 BC 50 FA FD 83 7F 7E 45 D8 76 2F B0 C3 0E A0 FD E9 76 EE 85 5A F6 BF 9C DA 93 15 E7 E6 61 F5 88 C8 36 68 C2 EE F2 51 4E 5C 46 34 17 72 9C AB 7A D2 F4 7E
TX: 13:33:01	7E A0 08 02 25 03 71 FB 66 7E
RX: 13:33:02	7E A0 08 02 25 03 71 FB 66 7E 7E A8 60 03 02 25 D6 E3 89 AA E9 56 B9 5F BC 1F 28 79 9B 44 84 D0 E3 92 E2 AF 52 C7 88 83 4C 43 EE 50 AB 8C 80 7A F0 2C E6 C5 58 D0 D6 B9 BE 56 CD BC F1 2D 54 44 78 6A 5A C2 A6 96 95 FE 5A 61 63 45 8E 2C F4 6F CB 34 7D B3 D5 43 54 A1 33 29 69 A4 85 97 4F 42 90 B8 8A C5 90 92 14 68 CF CA 07 7E
TX: 13:33:02	7E A0 08 02 25 03 91 F5 81 7E
RX: 13:33:02	7E A0 08 02 25 03 91 F5 81 7E 7E A0 54 03 02 25 D8 04 B8 84 A1 93 45 0B 03 6A 19 B6 D2 3C 73 F9 B6 EF 7C B1 AA 64 4C A5 E9 DE DD 93 62 4B 8B 4F 76 12 4C 0A F8 F3 2A AE 08 75 90 25 96 A9 94 EB DD 10 F2 F2 36 12 95 C2 F7 A6 7A 7C 75 12 11 52 FE 84 C5 04 B9 5C 2E D9 BA B7 1A 19 7B 74 D0 7E
TX: 13:33:02	7E A0 28 02 25 03 BC 83 1B E6 E6 00 DB 00 18 30 00 00 00 16 5D 57 8F ED D1 E0 B0 6C 07 F8 A5 F2 35 54 08 95 34 FE 6B E0 DA 7E
RX: 13:33:02	7E A0 28 02 25 03 BC 83 1B E6 E6 00 DB 00 18 30 00 00 00 16 5D 57 8F ED D1 E0 B0 6C 07 F8 A5 F2 35 54 08 95 34 FE 6B E0 DA 7E 7E A8 60 03 02 25 FA 8D 62 E6 E7 00 DB 08 A5 4C 99 00 00 00 01 03 82 01 E8 30 00 00 00 16 19 52 3B 81 06 7F 22 ED C6 D8 AD 3C 85 97 8D 3D BF 62 82 75 8D 61 41 19 A4 41 69 AF F5 BD EB 5C CD EA D3 EA C0 0F 8D DB 7D FA 5E E7 A8 68 DE C7 22 03 48 6D 01 0E EE 9A 77 38 C5 EF 24 25 3F C0 65 FA 55 7E
TX: 13:33:02	7E A0 08 02 25 03 D1 F1 C3 7E
RX: 13:33:02	7E A0 08 02 25 03 D1 F1 C3 7E 7E A8 60 03 02 25 FC BB 07 33 87 E7 09 6E B8 84 1E 59 A6 3C 96 3F 03 86 BF 49 69 9D 04 B1 17 02 37 BF 4E B9 04 3F 92 47 CA 5A AE BE DE AE FA 61 F2 99 EE 46 B5 CE 71 74 21 BA DB 23 92 C1 74 95 00 4E E0 60 36 5D 89 A6 76 7A 41 B7 A7 DD D8 D6 2C ED C9 37 E5 6F 61 D1 54 72 3E A7 39 A3 60 D5 63 7E
TX: 13:33:02	7E A0 08 02 25 03 F1 F3 E2 7E
RX: 13:33:03	7E A0 08 02 25 03 F1 F3 E2 7E 7E A8 60 03 02 25 FE A9 24 CB 7F 75 D4 DD B0 69 9A A4 CE E1 40 7D EF 24 23 89 69 9E FD 23 67 19 11 5F 3C AE FD 99 31 5D 2D DA 7D 4F C3 8E D5 AE BE 80 91 9A 9A 06 7C 62 4A B0 F4 B4 15 7F 11 0F 08 DD 96 A1 10 FA 24 60 DA 5F BC 59 6B 97 0E 87 6A B2 2C D5 4F AA A8 00 4D 90 60 43 36 01 EA 4A 06 7E
TX: 13:33:03	7E A0 08 02 25 03 11 FD 05 7E
RX: 13:33:03	7E A0 08 02 25 03 11 FD 05 7E 7E A8 60 03 02 25 F0 D7 CD F0 CC D4 AC C2 28 55 9F 06 A3 4C 05 C1 B2 DF 0A 45 8F 59 75 F1 67 EE E1 92 F5 F0 33 AC 87 06 D5 37 62 D5 3A 10 D5 1F BA 00 1A E2 8D 55 87 DD EF 1C 46 B7 E1 15 77 EF 3A 5E 58 CA 1E 87 3F 15 A7 87 B6 DC 2A DE 80 8C C3 67 19 CB 3B 87 50 F8 1E 11 B0 C0 18 B4 4B 3C E0 7E
TX: 13:33:03	7E A0 08 02 25 03 31 FF 24 7E
RX: 13:33:03	7E A0 08 02 25 03 31 FF 24 7E 7E A8 60 03 02 25 F2 C5 EE EE 83 A1 C2 90 BF F5 53 2B A8 D1 4B 7A F2 7E 00 F1 B0 CE AF DA 57 29 D8 29 A9 60 EE 6E 0A C5 61 F1 0F D8 02 38 61 D1 0D 05 07 24 3D E2 76 20 11 D3 7A 78 60 C2 ED 80 63 DD 58 23 74 C3 0A 78 5A 8C 1D 93 5C FA 18 51 37 AC F3 07 FF A7 7B 4C 1D 8E F4 41 35 02 53 91 ED 7E
TX: 13:33:03	7E A0 08 02 25 03 51 F9 47 7E
RX: 13:33:03	7E A0 08 02 25 03 51 F9 47 7E 7E A0 54 03 02 25 F4 6A 53 B8 94 6E 01 BF 7B 0B 6F 84 C3 FB 5B 25 2E D3 D3 43 5F 31 0E A6 94 20 6F 38 49 E5 2F 04 D4 B5 6B 63 DE E2 A5 ED 56 0E D3 71 09 03 15 3F 80 06 44 21 38 8A 68 F3 7D 35 D6 BD 40 61 A2 B4 5E 7B FB 92 73 D4 85 F7 D8 03 A2 7F 33 C9 AD 7E
TX: 13:33:03	7E A0 28 02 25 03 7E 9D FE E6 E6 00 DB 00 18 30 00 00 00 17 49 2E 57 5C 82 54 38 E4 F3 1C F1 0B 05 54 FF 4C EB 84 1D 8A E4 7E
